Category,Datasource,Frequency,WA,ID,Description
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued P7 Messages/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedP7MessagesSec,Collects the "Broker Statistics: Enqueued P7 Messages per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued P8 Messages/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedP8MessagesSec,Collects the "Broker Statistics: Enqueued P8 Messages per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued P9 Messages/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedP9MessagesSec,Collects the "Broker Statistics: Enqueued P9 Messages per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued TransmissionQ Msgs/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedTransmissionqMsgsSec,Collects the "Broker Statistics: Enqueued TransmissionQ Messages per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued Transport Msg Frags/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedTransportMsgFragsSec,Collects the "Broker Statistics: Enqueued Transport Message Fragments per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued Transport Msg Frag Tot',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedTransportMsgFragTot,Collects the "Broker Statistics: Enqueued Transport Message Frag Tot" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued Transport Msgs/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedTransportMsgsSec,Collects the "Broker Statistics: Enqueued Transport Messages per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Enqueued Transport Msgs Total',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_EnqueuedTransportMsgsTotal,Collects the "Broker Statistics: Enqueued Transport Messages Total" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Messages/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedMessagesSec,Collects the "Broker Statistics: Forwarded Messages per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Messages Total',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedMessagesTotal,Collects the "Broker Statistics: Forwarded Messages Total" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Msg Bytes/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedMsgBytesSec,Collects the "Broker Statistics: Forwarded Message Bytes per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Msg Byte Total',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedMsgByteTotal,Collects the "Broker Statistics: Forwarded Message Byte Total" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Msg Discarded Total',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedMsgDiscardedTotal,Collects the "Broker Statistics: Forwarded Message Discarded Total" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Msgs Discarded/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedMsgsDiscardedSec,Collects the "Broker Statistics: Forwarded Messages Discarded per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Pending Msg Bytes',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedPendingMsgBytes,Collects the "Broker Statistics: Forwarded Pending Message Bytes" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\Forwarded Pending Msg Count',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_ForwardedPendingMsgCount,Collects the "Broker Statistics: Forwarded Pending Message Count" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\SQL RECEIVEs/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_SqlReceivesSec,Collects the "Broker Statistics: SQL Receives per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\SQL RECEIVE Total',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_SqlReceiveTotal,Collects the "Broker Statistics: SQL Receive Total" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\SQL SENDs/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_SqlSendsSec,Collects the "Broker Statistics: SQL Sends per Second" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Broker Statistics(_Total)\\SQL SEND Total',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.BrokerStatistics_SqlSendTotal,Collects the "Broker Statistics: SQL Send Total" performance counter for each instance of SQL DB Engine.
PerformanceCollection,'\\SQLServer:SQL Statistics(_Total)\\SQL Compilations/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.SQLCompilationsPerSecond,Collects the Windows "SQL Compilations per Second" performance counter for each instance of SQL DB Engine on Windows.
PerformanceCollection,'\\SQLServer:SQL Statistics(_Total)\\SQL Re-Compilations/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.SQLRecompilationsPerSecond,Collects the Windows "SQL Recompiles per Second" performance counter for each instance of SQL DB Engine on Windows.
PerformanceCollection,'\\SQLServer:Databases(_Total)\\Transactions/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.TransactionsPerSecond,Collects the Windows "Transaction per Second" performance counter for the '_Total' instance of the databases performance object for each instance of SQL DB Engine on Windows.
PerformanceCollection,'\\SQLServer:General Statistics(_Total)\\User Connections',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBEngine.UserConnectionsCollection,Counts the number of users currently connected to SQL Server.
PerformanceCollection,'\\SQLServer:Databases(_Total)\\XTP Controller DLC Latency/Fetch',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBFilegroupFx.XtpControllerDlcLatencyFetch,Collects the Windows "XTP Controller DLC Latency/Fetch" performance counter for SQL Database with Memory-Optimized tables.
PerformanceCollection,'\\SQLServer:Databases(_Total)\\XTP Controller DLC Peak Latency',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBFilegroupFx.XtpControllerDlcPeakLatency,Collects the Windows "XTP Controller DLC Peak Latency" performance counter for SQL Database with Memory-Optimized tables.
PerformanceCollection,'\\SQLServer:Databases(_Total)\\XTP Controller Log Processed/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBFilegroupFx.XtpControllerLogProcessedSec,Collects the Windows "XTP Controller Log Processed/sec" performance counter for SQL Database with Memory-Optimized tables.
PerformanceCollection,'\\SQLServer:Databases(_Total)\\XTP Memory Used (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DBFilegroupFx.XtpMemoryUsedKb,Collects the Windows "XTP Memory Used (KB)" performance counter for SQL Database with Memory-Optimized tables.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Active Memory grant amount (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.ActiveMemoryGrantAmountKB,Collects the Windows "Active Memory grant amount (KB)" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Active memory grants count',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.ActiveMemoryGrantsCount,Collects the Windows "Active memory grants count" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Cache memory target (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.CacheMemoryTargetKB,Collects the Windows "Cache memory target (KB)" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Compile Memory Target (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.CompileMemoryTargetKB,Collects the Windows "Compile Memory Target (KB)" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Max memory (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.MaxMemoryKB,Collects the Windows "Max memory (KB)" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Memory grants/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.MemoryGrantsSec,Collects the Windows "Memory grants/sec" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Memory grant timeouts/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.MemoryGrantTimeoutsSec,Collects the Windows "Memory grant timeouts/sec" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Pending memory grants count',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.PendingMemoryGrantsCount,Collects the Windows "Pending memory grants count" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Query exec memory target (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.QueryExecMemoryTargetKB,Collects the Windows "Query exec memory target (KB)" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Target memory (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.TargetMemoryKB,Collects the Windows "Target memory (KB)" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Resource Pool Stats(_Total)\\Used memory (KB)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.ResourcePool.UsedMemoryKB,Collects the Windows "Used memory (KB)" performance counter for each resource pool of SQL DB Engine.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Bytes Received from Replica/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.BytesReceivedFromReplicaPerSecond,Total number of bytes received from this replica over the network for the AG.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Bytes Sent to Replica/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.BytesSentToReplicaPerSecond,The number of database message bytes enqueued to be send over the network to this replica. The bytes include messages for all databases in the AG.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Bytes Sent to Transport/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.BytesSentToTransportPerSecond,The total number of bytes send over the network to the replica.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Flow Control/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.FlowControlPerSecond,Number of flow controls enabled for this replica per second.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Flow Control Time (ms/sec)',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.FlowControlTimeSeconds,The number of milliseconds flow control was enabled for this replica within the last second.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Receives from Replica/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.ReceivesFromReplicaPerSecond,Total number of messages received from this replica for the AG.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Resent Messages/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.ResentMessagesPerSecond,The rate per second to get acknowledgements for messages sent to the replica.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Sends to Replica/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.SendsToReplicaPerSecond,Number of messages enqueued to be send over the network to this replica.
PerformanceCollection,'\\SQLServer:Availability Replica(_Total)\\Sends to Transport/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.AvailabilityReplica.SendsToTransportPerSecond,Number of messages sent over the network to this replica. This account for all the messages sent from this replica including control messages.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\File Bytes Received/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.FileBytesReceivedPerSecond,Amount of FILESTREAM data received by the secondary replica for the secondary database in the last second.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Log Apply Pending Queue',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.LogApplyPendingQueue,Number of log blocks pending to be applied to the database replica.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Log Apply Ready Queue',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.LogApplyReadyQueue,Number of log blocks pending and ready to be applied to the database replica.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Log Bytes Received/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.LogBytesReceivedPerSecond,The number of log bytes received by this replica. This is valid only on the secondary replica.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Log remaining for undo',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.LogRemainingForUndo,The amount of logs that need to be undone (in kilobytes).
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Log Send Queue',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.LogSendQueue,The size of the log send queue on this replica.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Mirrored Write Transactions/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.MirroredWriteTransactionsPerSecond,The number of transactions processed through synchronization commits. Dividing transaction delay by mirrored transactions to get delay per transaction.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Recovery Queue',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.RecoveryQueue,Amount of log records in the log files of the secondary replica that has not yet been redone.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Redo blocked/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.RedoBlockedSec,Number of times the REDO thread was blocked in this database since this database was brought ONLINE.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Redo Bytes Remaining',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.RedoBytesRemaining,The amount of log bytes remaining to be redone to finish the reverting phase.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Redone Bytes/sec',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.RedoneBytesPerSecond,The rate at which log records are redone on the secondary replica.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Total Log requiring undo',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.TotalLogRequiringUndo,Total kilobytes of logs that must be undone.
PerformanceCollection,'\\SQLServer:Database Replica(_Total)\\Transaction Delay',900,WA:SC!Microsoft.SystemCenter.CollectPerformanceData,Microsoft.SQLServer.Windows.CollectionRule.DatabaseReplica.TransactionDelay,The total time for all transactions waited on the secondary acknowledgement.
