Category,LogName,Expression,ExpressionXML,WA,Priority,Severity,ID,Description
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_initialize_the_Common_Language_Runtime__CLR__with_HRESULT_5_Rule,The rule triggers an alert when an assembly or an application fails to start and logs an HRESULT error. The Windows application log may contain an information about specific HRESULT.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_find_filegroup_ID_in_sys.filegroups_for_database_5_Rule,The metadata for a table contains a column ID that is greater than the largest column ID ever used in the table. This is a fatal error if the table is a system table, because the checks cannot continue when metadata is corrupt.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Full_Text_Search___An_unknown_full_text_failure_occurred_1_5_Rule,This error can occur in various circumstances. It is often related to permissions or missing files.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Full_Text_Search___Could_not_find_full_text_index_for_database_1_5_Rule,The specified full-text index is unavailable.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Full_Text_Search___Full_text_catalog_lacks_sufficient_disk_space_to_complete_this_operation_1_5_Rule,There is not enough disk space to hold the full-text catalog.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Full_Text_Search___Search_on_full_text_catalog_failed_with_unknown_result_1_5_Rule,The full-text query failed for an unspecified reason.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Internal_Query_Processor_Error__The_query_processor_could_not_obtain_access_to_a_required_interface_1_5_Rule,This is an internal query processor error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Internal_Query_Processor_Error__The_query_processor_encountered_an_internal_limit_overflow_1_5_Rule,This is an internal query processor error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Internal_Query_Processor_Error__The_query_processor_encountered_an_unexpected_error_during_execution_1_5_Rule,This is an internal query processor error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Internal_Query_Processor_Error__The_query_processor_encountered_an_unexpected_error_during_the_processing_of_a_remote_query_phase_1_5_Rule,This is an internal query processor error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Internal_Query_Processor_Error__The_query_processor_ran_out_of_stack_space_during_query_optimization_1_5_Rule,The Query Processor is using a large but limited memory stack when optimizing queries. In some extreme situations the stack size may become a limit for a given very large query--for example, a query containing an inlist with 100,000 constants.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Invalid_reference_to_LOB_page_id7105,This error occurs when SQL Server uses an invalid reference to a LOB page in an operation. This error may occur due to several different reasons.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Logical_consistency_error_after_performing_IO_on_page_id824,A consistency check failed when reading or writing a database page or transaction log block. The error message contains the specific type of consistency check that failed.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Logical_page_in_database_is_already_hashed_1_5_Rule,This error occurs when SQL Server attempts to hash the logical page %S_PGID of database ID%d and the page is already in the SQL Server hash table.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Cannot_open_user_default_database._Login_failed_1_5_Rule,When a client connects to a SQL Server instance without specifying a database context, the default database defined for its login is used. If that database is unavailable for any reason, the above message appears.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Account_locked_out_5_Rule,A user attempted to log into the network with an account that has been locked out. The Windows security log will identify the user name under MSSQLSERVER event ID 18486.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Error_during_validation_5_Rule,A user attempted to log in to SQL Server. An unexpected error occurred during validation. The Windows security log will identify the user name and error ID under MSSQLSERVER event ID 18468.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Password_cannot_be_used_at_this_time_5_Rule,A user attempted to change the password, but the proposed password could not be used at this time. The Windows security log will identify the user name under MSSQLSERVER event ID 18463.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Password_expired_5_Rule,A user attempted to log into SQL Server with an expired password. The Windows security log will identify the user name under event ID 18487.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Password_fails_password_filter_DLL_requirements_5_Rule,A user tried to access SQL Server with a password that did not meet the requirements of the password filter DLL. Windows security log will identify the user name under MSSQLSERVER event ID 18467.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Password_must_be_changed_5_Rule,A user attempted to log into SQL Server with a password that was set to the MUST_CHANGE option. The user will be identified in the Windows security log under MSSQLSERVER event ID 18488.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Password_too_long_5_Rule,A user attempted to create a password, but the proposed password was too long. The Windows security log will identify the user name under MSSQLSERVER event ID 18465.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Password_too_short_5_Rule,A user attempted to change the password, but the proposed password was too short. The Windows security log will identify the user name under MSSQLSERVER event ID 18464.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed__Password_too_simple_5_Rule,A user attempted to create a password, but the proposed password did not meet the Windows password complexity requirements policy. These are defined in the Password must meet complexity requirements policy setting. The Windows security log will identify the user name under MSSQLSERVER event ID 18466.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Maximum_limit_for_connections_has_been_reached_1_5_Rule,By default, SQL Server dynamically manages the memory needed for user connections. However, the maximum number of connections can be set to a fixed value by setting the user connections configuration option to a value other than 0. Setting the user connections option to a non-zero value is not recommended. If this option is set to a non-zero value and the specified number of connections is exceeded, any additional login attempts will fail with the above message. If the value is set to 1, the SQL Server instance may not start.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.MSDTC_on_server__is_unavailable_1_5_Rule,The rule triggers an alert when MSDTC on the server is unavailable.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,The rule triggers an alert when the .NET Framework shuts down due to an error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.No_slots_are_free_to_keep_buffers_for_table__1_5_Rule,This is raised when SQL Server has an internal error.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.One_or_more_indexes_are_damaged_and_must_be_repaired_or_dropped_1_5_Rule,This error provides more details about the problem described in error 8952. See that error for an explanation.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Operating_system_error_during_creation_opening_of_physical_device_1_5_Rule,An operating system error occurred when opening a transaction log file or a secondary database file of a database. The error message contains the specific operating system error encountered.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Operating_System_error_encountered_1_5_Rule,This message indicates that an error of some sort was returned from the operating system to a process within SQL Server. The process listed at the beginning of the message indicates which function within SQL Server received the error from the operating system. The exact operating system error number and text at the end of the message will vary depending on what problem the operating system encountered. This error is usually seen in conjunction with other errors.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Operating_system_error_on_a_device_1_5_Rule,The backup device cannot be opened.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Optimized_concurrent_query_limit_has_been_exceeded_1_5_Rule,You are using an edition of SQL Server that is licensed for a limited number of concurrent queries. This includes the Personal and Desktop editions. Those editions have a concurrent workload governor that limits them to a specific number of concurrent user queries plus a smaller number of concurrent system tasks.
EventCollection,,,,WA:,2,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.OSError_Occurred_While_Performing_IO_onpage_id823,An operating system error occurred when reading or writing a database page. The error message contains the specific operating system error encountered.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Page_allocated_to_object_was_not_seen.__Page_may_be_invalid_or_have_incorrect_object_ID_information_in_its_header_1_5_Rule,A page is allocated as specified, but was not seen with that object/index ID in its header. The page has a different index ID in its header, so there will be a matching 2534 (page allocated by another object) error for the page. The 2534 error corresponds to the object/index ID that is in the page's header.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Cross_object_linkage._Page_PGID_next_is_not_in_the_same_index_1_5_Rule,Page P_ID is linked to page P_ID2 but the two pages are allocated to different indexes and/or objects.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Permission_denied_on_object_1_5_Rule,This error occurs when a Microsoft SQL Server user attempts an action, such as executing a stored procedure, or reading or modifying a table, for which the user does not have the appropriate privileges.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error___The_next_pointer_of_refers_to_page._Neither_its_parent_were_encountered._Possible_bad_chain_linkage_1_5_Rule,A page (P_ID1) references its next page in the page chain (P_ID2), but page P_ID2 was not seen and was not referenced by any parent page in the B-tree.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Page_is_missing_references_from_parent__unknown__and_previous_nodes._Possible_bad_root_entry_in_sysindexes_1_5_Rule,Page P_ID1 was seen, but is not linked into the B-tree it thinks it belongs to.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Page_is_missing_a_reference_from_previous_page._Possible_chain_linkage_problem_1_5_Rule,A page (P_ID2) in a B-tree was not seen, even though its neighbor (P_ID1) in the page chain points to it in its previous page link. This can happen in any level of the B-tree. Both error states mean the same thing; they differ only in where the error is discovered.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.CHECKTABLE_processing_of_object_encountered_page_twice._Possible_internal_error_or_allocation_fault_1_5_Rule,Page P_ID was encountered twice during the course of the scan.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Potential_deadlocks_exist_on_all_schedulers_on_Node_5_Rule,This message is raised when the server fails to respond to new queries within a certain time limit.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Recovery_of_database__detected_possible_identity_value_inconsistency_in_table_1_5_Rule,The database recovery process could not determine the current identity value for the specified table.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Transaction_was_deadlocked_on_resources_with_another_process_and_has_been_chosen_as_the_deadlock_victim._Rerun_the_transaction_1_5_Rule,This error occurs when Microsoft SQL Server encounters a deadlock. A deadlock occurs when two (or more) processes attempt to access a resource that the other process holds a lock on. Because each process has a request for another resource, neither process can be completed. When a deadlock is detected, SQL Server rolls back the command that has the least processing time and returns error message 1205 to the client application. This error is not fatal and may not cause the batch to be terminated.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.RESTORE_could_not_start_database_1_5_Rule,Internal structures could not be created during the database RESTORE. This is usually the side effect of another error.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Database_cannot_be_opened_due_to_inaccessible_files_or_insufficient_memory_or_disk_space._See_the_SQL_Server_errorlog_for_details_1_5_Rule,Error 945 is returned when the database is marked IsShutdown . This occurs when a database cannot be recovered due to missing files, or some other resource error that usually can be corrected easily.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Service_Broker_was_not_able_to_allocate_memory_for_cryptographic_operations_5_Rule,The rule triggers an alert when SQL Server Service Broker is not able to allocate memory for cryptographic operations.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_restore_master_database._Shutting_down_SQL_Server_5_Rule,The backup of the master database that you are restoring is not usable. The file itself may have been corrupted, or the original master database from which the backup was taken may have data integrity problems.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Object_index_page_Test_failed._Slot___Offset_is__invalid_1_5_Rule,The slot specified has an invalid offset (ADDRESS) in the page, according to the slot array.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error___Test_failed._Slot_overlaps_with_the_prior_row_1_5_Rule,Slot S_ID's offset in the slot offset array is not greater than or equal to the end of the previous slot, so they overlap. TEST is 'sorted [i].offset >= max', where the lhs of the expression is the ADDRESS, and 'max' is the end of the previous slot.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Could_not_allocate_new_page_for_database_._There_are_no_more_pages_available_in_filegroup.1_5_Rule,Space can be created by dropping objects, adding additional files, or allowing file growth.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_Assertion_1_5_Rule,SQL Server has raised an error. Under normal circumstances, SQL Server has posted a dump file in the log directory to help identify the actions that preceded the error. The error may have been caused by data corruption, an error in the client application, an error in SQL Server, network instability, or hardware failure.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_Assertion_2_5_Rule,SQL Server has raised an error. Under normal circumstances, SQL Server has posted a dump file in the log directory to help identify the actions that preceded the error. The error may have been caused by data corruption, an error in the client application, an error in SQL Server, network instability, or hardware failure.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_Assertion_3_5_Rule,SQL Server has raised an error. Under normal circumstances, SQL Server has posted a dump file in the log directory to help identify the actions that preceded the error. The error may have been caused by data corruption, an error in the client application, an error in SQL Server, network instability, or hardware failure.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_cannot_start_the_Service_Broker_event_handler_5_Rule,SQL Server Service Broker cannot start the Service Broker event handler.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_could_not_allocate_enough_memory_to_start_Service_Broker_task_manager_5_Rule,SQL Server Service Broker cannot start Service Broker task manager.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.EventCollectionRule.DBEngine.SQLServerOutOfMemory,SQL Server has failed to allocate the sufficient amount of memory to run the query.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_Service_Broker_cannot_use_RC4_encryption_algorithm_when_running_in_FIPS_compliance_mode_5_Rule,SQL Server Service Broker has a conversation where at least one endpoint has been configured to use RC4 encryption and the server is set for Federal Information Processing Standard (FIPS) compliance mode. RC4 encryption is not supported when running in FIPS compliance mode.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_Service_Broker_could_not_query_the_FIPS_compliance_mode_flag_from_the_registry_5_Rule,The rule triggers an alert when SQL Server Service Broker could not query the FIPS compliance mode flag from the registry.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_Service_Broker_or_Database_Mirror_cryptographic_call_failed_5_Rule,SQL Server Service Broker or Database Mirror attempted to call an operating system cryptographic function. The cryptographic function returned an error.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_shutdown_due_to_Ctrl_C_or_Ctrl_Break_signal_1_5_Rule,The SQL Server instance was started from a command prompt using sqlservr.exe, and now a Ctrl-C or Ctrl-Break command was issued from that prompt to stop the sqlservr.exe application. No checkpoints were performed during the shutdown. This message is written to the SQL Server error log and the application event log.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.SQL_Server_SQL_Server_Service_Broker_attempted_to_use_an_unsupported_encryption_algorithm_5_Rule,The rule triggers an alert when SQL Server Service Broker tries to use an unsupported encryption algorithm.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Starting_without_recovery_1_5_Rule,SQL Server is starting without recovery.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error___Address_is_not_aligned_1_5_Rule,The structure at address ADDRESS is not 4-byte aligned.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Allocation_page_has_invalid__page_header_values.__1_5_Rule,The page specified has an invalid page header.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__B_tree_chain_linkage_mismatch.__1_5_Rule,There is a break in the logical page chain at some level in the B-tree specified (this can happen at any level, including the leaf level). A page P_ID2 is pointed to by the next page pointer of page P_ID1, but page P_ID2's previous page pointer points to a different page, P_ID3.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__B_tree_level_mismatch_page_does_not_match_level_from_parent__1_5_Rule,There are two pages linked as parent (P_ID2) and child (P_ID1) in a B-tree. The level (LEVEL1) in the child page (P_ID1) does not comply with the level rules for B-trees, given the level (LEVEL2) in the parent page (P_ID2).
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__B_tree_page_has_two_parent_nodes__1_5_Rule,The B-tree structure is corrupt because page P_ID1 is referenced as a child page by slots in two pages higher in the B-tree, P_ID2 and P_ID3. A page can only be referenced by a single parent.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Column_is_not_a_valid_complex_column_1_5_Rule,A column is marked as being a complex column in the record's variable length column section, but it is not a valid text pointer or in-row text root.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__cross_object_chain_linkage_1_5_Rule,The first phase of a DBCC CHECKDB is to do primitive checks on the data pages of critical system tables. If any errors are found, they cannot be repaired and so the DBCC CHECKDB terminates immediately.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Cross_object_linkage_1_5_Rule,The page P_ID1 points, in a parent-child manner, to a page (P_ID2) in a different object.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Cross_object_linkage__Parent_page_in_object_next_refer_to_page_not_in_the_same_object_1_5_Rule,The next page pointer of page P_ID2 and a child page pointer of page P_ID1 in a B-tree of the specified object points to a page (P_ID3) in a different object. Furthermore, pages P_ID1 and P_ID2 may themselves be in different objects.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Extent_object_is_beyond_the_range_of_this_database_1_5_Rule,P_ID is a PageID of the form (filenum:pageinfile). The pageinfile of this extent is greater than the physical size of the file filenum of the database. The extent is marked allocated in an IAM page for the object/index ID indicated.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Extra_or_invalid_key_1_5_Rule,Every data row in a table (heap or clustered index) must have exactly one matching index row in every non-clustered index over that table. This error means that a non-clustered index has an index row that does not match any data row.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__IAM_chain_linkage_error_1_5_Rule,There is a break in the IAM chain for the index specified. A page P_ID2 is pointed to by the next page pointer of page P_ID1, but page P_ID2's previous page pointer points to a different page, P_ID3. Both error states mean the same, and only differ in where the corruption was discovered.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__IAM_page_is_linked_in_the_IAM_chain_for_object_1_5_Rule,All IAM pages for an index must have the same index ID on them. In this case, one of the IAM pages linked into the IAM chain for index I_ID2 has index ID I_ID1 on it. There are three possible states of this error; they all mean the same thing, but differ in where the discovery is made.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Index_node_page_refers_to_child_page_and_previous_child_but_they_were_not_encountered_1_5_Rule,An index page (P_ID1) in a B-tree has child references to two neighboring lower-level pages (P_ID2 and P_ID3), but neither was seen.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Page_in_its_header_is_allocated_by_another_object_1_5_Rule,A page has the object/index ID specified but is not allocated by any of that index's IAM pages. The page has an incorrect object/index ID in its header, so there will be a matching 2533 (page not seen although allocated) error for the page. The 2533 error corresponds to the index the page is really allocated to.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__page_is_out_of_the_range_of_this_database_1_5_Rule,The page specified is marked as allocated, but is beyond the in-use portion of the file in which it resides (except in certain states, as described below).
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Parent_node_for_page_was_not_encountered_1_5_Rule,Page P_ID was seen in a B-tree, and is linked into the B-tree level it is at. However, no index page was seen that had a reference to the page as a child page. This can happen at any level of the B-tree.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Slot_row_extends_into_free_space__1_5_Rule,The end of the slot S_ID is past the persisted free space offset, ADDRESS. TEST is 'max <= m_freeData', where the persisted free space offset if 'm_freeData' and the end of slot S_ID is 'max'.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Table_missing_or_invalid_key_in_index_for_the_row__1_5_Rule,Every data row in a table (heap or clustered index) must have exactly one matching index row in every non-clustered index over that table. This error means that a non-clustered index is missing an index row.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__The_high_key_value_on_page_is_not_less_than_the_low_key_value_in_the_parent_slot_of_the_next_page_1_5_Rule,A B-tree tree-level page contains a record for each child page, along with a key value for that child page. If the child page is a leaf-level page, all records on the page must have key values greater than or equal to the key value in the parent page. If the child page is a tree-level page, all records must have key values greater than the key value in the parent, except the first record, which must have a key value that exactly matches that in the parent.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__The_low_key_value_on_page__is_not_the_key_value_in_the_parent_1_5_Rule,A B-tree tree level page contains a record for each child page, along with a key value for that child page. If the child page is a leaf-level page (that is, level 0), all records on the page must have key values greater than or equal to the key value in the parent page. If the child page is a tree-level page (that is, level > 0), all records must have key values greater than the key value in the parent, except the first record, which must have a key value that exactly matches that in the parent.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__The_previous_link_on_page_does_not_match_the_previous_page_that_the_parent_slot_expects_for_this_page_1_5_Rule,A B-tree is structured so that pages at a single level point to each other, in a doubly linked list. In addition, the pages' parent in the B-tree has a record for each of its children with their keys and page IDs.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__The_text_ntext_or_image_node_at_page_is_not_referenced_1_5_Rule,The text node was not referenced in any complex column in any heap or clustered index. It is effectively orphaned.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__The_text_ntext_or_image_node_at_page__is_referenced_by_page_not_seen_in_the_scan_1_5_Rule,The text node was not referenced in any complex column in any heap or clustered index. It is effectively orphaned.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__The_text_ntext_or_image_node_has_wrong_type_1_5_Rule,The text node is on the wrong text page type. If the parent (owner) of the node can be found, there will be an accompanying 8929 message providing details about the owner.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error___Unexpected_page_type__1_5_Rule,Page P_ID had a page type that was unexpected by the code trying to interpret it. The page is marked allocated, however, which is why the DBCC code is trying to interpret it.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table_error__Wrong_PageId_in_the_page_header_1_5_Rule,DBCC asked for page P_ID1. When the page was read from disk, the page ID in its header was found to be P_ID2.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Table___No_columns_without_statistics_found_1_5_Rule,There are no eligible columns in the current database on which to create statistics using sp_createstats . Computed columns and columns of the ntext, text, or image data types cannot be specified as statistics columns. Columns already having statistics are not touched (for example, the first column of an index or a column with explicitly created statistics).
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Failed_to_finish_full_text_operation._The_filegroup_is_empty_read_only_or_not_online_5_Rule,The full-text operation did not finish because the Filegroup is empty, read-only, or not online.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_IO_operation_was_successful_after_retry_id825,A read operation on a database page or transaction log block was successful but only after retrying the operation.  While you may not need to take immediate action, you should research the cause of the error.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_log_for_database_is_not_available_1_5_Rule,An I/O error related to data integrity has occurred for the specified database. Either the log or data portion of the database could be damaged. SQL Server has made the log for that database unavailable to prevent further data integrity problems. The I/O error that led to the 9001 message should be reported in the SQL Server error log and/or the Windows event logs.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_LSN_passed_to_log_scan_in_database_is_invalid_5_Rule,If you see this message during startup when the SQL Server process tries to recover the database or as a result of an ATTACH statement, the log file for the database is corrupted. If you see the message during a restore process, the backup file is corrupted. If you see this message during a replication process, the replication metadata may be incorrect.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_MSSQLServer_service_terminated_unexpectedly_3_5_Rule,The error is reported by the SQL Server Agent service when it auto restarts SQL Server. SQL Server Agent will only auto restart SQL Server if SQL Server stopped for some reason other than an explicit stop command from a user or application, and if the “Auto restart SQL Server if it stops unexpectedly” option is selected in SQL Server Agent Advanced properties. During the restart of SQL Server, SQL Server Agent will write this message to the application event log on the computer hosting SQL Server.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_provider_reported_an_unexpected_catastrophic_failure_1_5_Rule,The provider reported an unexpected catastrophic failure.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_query_processor_could_not_start_the_necessary_thread_resources_for_parallel_query_execution_1_5_Rule,Thread resources are scarce in the server.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_server_is_too_busy_to_perform_the_backup_or_restore_operation_1_5_Rule,Failed to start a sub-process (a parallel query or parallel I/O) because no threads are available or too many sub-processes executing.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_Service_Broker_Database_Mirroring_transport_cannot_listen_on_port_because_it_is_in_use_5_Rule,When you create a Service Broker or Database Mirroring endpoint, SQL Server should be able to accept TCP/IP connections on the port that is specified in the endpoint configuration. The transport security requires authorization for connections to the port. If the server has a firewall enabled, the firewall configuration must allow both incoming and outgoing connections for the port that is used by the endpoint.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_Service_Broker_Database_Mirroring_Transport_could_not_listen_for_connections_due_to_an_error_5_Rule,The rule triggers an alert when Service Broker cannot listen on the specified port.
